FECHA;PROVINCIA;AMBITO;CATEGORIA;TEST_REALIZADOS;TEST_POSITIVO;AISLAMIENTO;ALTA;codigo_ine
2020-04-26;Ávila;Todos;Técnicos sanitarios;19;7;6;1;5019
2020-04-26;Burgos;Todos;Fisioterapeuta;19;2;1;1;9059
2020-04-26;Burgos;Todos;Otros;8;2;1;1;9059
2020-04-26;Burgos;Todos;Otros sanitarios;18;0;0;0;9059
2020-04-26;León;Todos;Administrativo;132;14;5;9;24089
2020-04-26;León;Todos;Enfermero/a;849;143;71;72;24089
2020-04-26;León;Todos;Otros;6;0;0;0;24089
2020-04-26;León;Todos;Otros sanitarios;24;3;0;3;24089
2020-04-26;Palencia;Todos;Administrativo;59;5;3;2;34120
2020-04-26;Salamanca;Todos;Administrativo;57;21;10;11;37274
2020-04-26;Salamanca;Todos;Médicos;366;127;41;86;37274
2020-04-26;Salamanca;Todos;Otros;4;3;3;0;37274
2020-04-26;Segovia;Todos;Auxiliares sanitarios;137;47;18;29;40004
2020-04-26;Segovia;Todos;Fisioterapeuta;4;1;0;1;40004
2020-04-26;Segovia;Todos;Médicos;203;78;15;63;40004
2020-04-26;Segovia;Todos;Técnicos sanitarios;32;13;6;7;40004
2020-04-26;Soria;Todos;Otros;0;0;0;0;42173
2020-04-26;Soria;Todos;Personal en formación;25;2;1;1;42173
2020-04-26;Soria;Todos;Servicios de apoyo no sanitario;16;4;2;2;42173
2020-04-26;Soria;Todos;Técnicos sanitarios;20;8;3;5;42173
2020-04-26;Valladolid;Todos;Auxiliares sanitarios;290;53;32;21;47186
2020-04-26;Valladolid;Todos;Enfermero/a;905;150;77;73;47186
2020-04-26;Valladolid;Todos;Otros;4;0;0;0;47186
2020-04-26;Valladolid;Todos;Otros sanitarios;21;4;0;4;47186
2020-04-26;Valladolid;Todos;Técnicos sanitarios;81;10;5;5;47186
2020-04-26;Zamora;Todos;Administrativo;31;5;3;2;49275
2020-04-26;Zamora;Todos;Fisioterapeuta;7;1;1;0;49275
2020-04-26;Zamora;Todos;Personal en formación;11;1;1;0;49275
2020-04-27;Ávila;Todos;Administrativo;27;16;12;4;5019
2020-04-27;Ávila;Todos;Auxiliares sanitarios;183;42;33;9;5019
2020-04-27;Ávila;Todos;Celador;88;11;10;1;5019
2020-04-27;Ávila;Todos;Enfermero/a;326;86;67;19;5019
2020-04-27;Ávila;Todos;Médicos;229;73;45;28;5019
2020-04-27;Ávila;Todos;Otros;1;1;0;1;5019
2020-04-27;Ávila;Todos;Servicios de apoyo no sanitario;22;9;8;1;5019
2020-04-27;Ávila;Todos;Técnicos sanitarios;19;7;6;1;5019
2020-04-27;Burgos;Todos;Auxiliares sanitarios;269;46;23;23;9059
2020-04-27;Burgos;Todos;Enfermero/a;611;78;29;49;9059
2020-04-27;Burgos;Todos;Otros;9;2;1;1;9059
2020-04-27;León;Todos;Administrativo;140;14;5;9;24089
2020-04-27;León;Todos;Médicos;660;92;25;67;24089
2020-04-27;León;Todos;Otros sanitarios;26;3;0;3;24089
2020-04-27;León;Todos;Personal en formación;121;16;5;11;24089
2020-04-27;León;Todos;Servicios de apoyo no sanitario;17;3;1;2;24089
2020-04-27;Palencia;Todos;Celador;34;12;7;5;34120
2020-04-27;Palencia;Todos;Personal en formación;18;6;1;5;34120
2020-04-27;Salamanca;Todos;Celador;68;25;11;14;37274
2020-04-27;Salamanca;Todos;Otros;4;3;3;0;37274
2020-04-27;Salamanca;Todos;Personal en formación;87;29;15;14;37274
2020-04-27;Salamanca;Todos;Servicios de apoyo no sanitario;34;14;4;10;37274
2020-04-27;Segovia;Todos;Auxiliares sanitarios;142;49;13;36;40004
2020-04-27;Segovia;Todos;Enfermero/a;302;125;21;104;40004
2020-04-27;Segovia;Todos;Médicos;207;78;13;65;40004
2020-04-27;Segovia;Todos;Otros;0;0;0;0;40004
2020-04-27;Segovia;Todos;Personal en formación;29;11;2;9;40004
2020-04-27;Segovia;Todos;Técnicos sanitarios;34;13;5;8;40004
2020-04-27;Soria;Todos;Fisioterapeuta;7;1;0;1;42173
2020-04-27;Soria;Todos;Médicos;186;61;21;40;42173
2020-04-27;Soria;Todos;Otros;0;0;0;0;42173
2020-04-27;Soria;Todos;Técnicos sanitarios;21;8;3;5;42173
2020-04-27;Valladolid;Todos;Auxiliares sanitarios;303;54;30;24;47186
2020-04-27;Valladolid;Todos;Celador;114;21;12;9;47186
2020-04-27;Zamora;Todos;Fisioterapeuta;8;1;1;0;49275
2020-04-27;Zamora;Todos;Otros sanitarios;3;1;0;1;49275
2020-04-28;Ávila;Todos;Auxiliares sanitarios;189;43;31;12;5019
2020-04-28;Burgos;Todos;Auxiliares sanitarios;295;47;24;23;9059
2020-04-28;Burgos;Todos;Enfermero/a;662;82;33;49;9059
2020-04-28;Burgos;Todos;Fisioterapeuta;20;2;1;1;9059
2020-04-28;Burgos;Todos;Otros;10;2;1;1;9059
2020-04-28;Burgos;Todos;Servicios de apoyo no sanitario;20;3;2;1;9059
2020-04-28;Burgos;Todos;Técnicos sanitarios;52;4;0;4;9059
2020-04-28;León;Todos;Administrativo;148;14;5;9;24089
2020-04-28;León;Todos;Auxiliares sanitarios;357;60;28;32;24089
2020-04-28;León;Todos;Otros sanitarios;26;3;0;3;24089
2020-04-28;León;Todos;Servicios de apoyo no sanitario;18;3;1;2;24089
2020-04-28;Palencia;Todos;Celador;34;12;7;5;34120
2020-04-28;Salamanca;Todos;Administrativo;60;23;12;11;37274
2020-04-28;Salamanca;Todos;Servicios de apoyo no sanitario;35;14;4;10;37274
2020-04-28;Salamanca;Todos;Técnicos sanitarios;39;16;5;11;37274
2020-04-28;Segovia;Todos;Administrativo;68;18;6;12;40004
2020-04-28;Segovia;Todos;Fisioterapeuta;6;1;0;1;40004
2020-04-28;Soria;Todos;Administrativo;59;18;5;13;42173
2020-04-28;Soria;Todos;Auxiliares sanitarios;117;26;10;16;42173
2020-04-28;Soria;Todos;Fisioterapeuta;8;1;0;1;42173
2020-04-28;Soria;Todos;Técnicos sanitarios;27;8;4;4;42173
2020-04-28;Valladolid;Todos;Celador;114;22;14;8;47186
2020-04-28;Valladolid;Todos;Enfermero/a;934;153;67;86;47186
2020-04-28;Valladolid;Todos;Fisioterapeuta;39;4;2;2;47186
2020-04-28;Valladolid;Todos;Técnicos sanitarios;89;10;5;5;47186
2020-04-28;Zamora;Todos;Administrativo;36;5;3;2;49275
2020-04-28;Zamora;Todos;Fisioterapeuta;10;1;1;0;49275
2020-04-28;Zamora;Todos;Personal en formación;21;1;1;0;49275
2020-04-28;Zamora;Todos;Servicios de apoyo no sanitario;1;0;0;0;49275
2020-04-29;Ávila;Todos;Administrativo;49;18;14;4;5019
2020-04-29;Ávila;Todos;Celador;100;11;10;1;5019
2020-04-29;Ávila;Todos;Otros;1;1;0;1;5019
2020-04-29;Ávila;Todos;Otros sanitarios;15;6;5;1;5019
2020-04-29;Ávila;Todos;Servicios de apoyo no sanitario;23;9;8;1;5019
2020-04-29;Ávila;Todos;Técnicos sanitarios;29;7;6;1;5019
2020-04-29;Burgos;Todos;Fisioterapeuta;20;2;1;1;9059
2020-04-29;Burgos;Todos;Médicos;488;61;21;40;9059
2020-04-29;Burgos;Todos;Otros;10;2;1;1;9059
2020-04-29;Burgos;Todos;Servicios de apoyo no sanitario;20;3;2;1;9059
2020-04-29;León;Todos;Fisioterapeuta;21;2;0;2;24089
2020-04-29;León;Todos;Otros;6;0;0;0;24089
2020-04-29;León;Todos;Servicios de apoyo no sanitario;19;3;1;2;24089
2020-04-29;Palencia;Todos;Médicos;168;29;9;20;34120
2020-04-29;Palencia;Todos;Servicios de apoyo no sanitario;14;3;1;2;34120
2020-04-29;Palencia;Todos;Técnicos sanitarios;9;3;2;1;34120
2020-04-29;Salamanca;Todos;Administrativo;103;24;12;12;37274
2020-04-29;Salamanca;Todos;Personal en formación;99;29;14;15;37274
2020-04-29;Segovia;Todos;Auxiliares sanitarios;182;55;15;40;40004
2020-04-29;Segovia;Todos;Fisioterapeuta;7;2;1;1;40004
2020-04-29;Segovia;Todos;Médicos;272;86;19;67;40004
2020-04-29;Segovia;Todos;Otros;0;0;0;0;40004
2020-04-29;Segovia;Todos;Servicios de apoyo no sanitario;22;9;0;9;40004
2020-04-29;Segovia;Todos;Técnicos sanitarios;37;13;3;10;40004
2020-04-29;Soria;Todos;Enfermero/a;258;77;29;48;42173
2020-04-29;Soria;Todos;Médicos;207;63;21;42;42173
2020-04-29;Soria;Todos;Otros;0;0;0;0;42173
2020-04-29;Soria;Todos;Otros sanitarios;8;3;2;1;42173
2020-04-29;Soria;Todos;Técnicos sanitarios;29;8;4;4;42173
2020-04-29;Valladolid;Todos;Administrativo;242;26;9;17;47186
2020-04-29;Valladolid;Todos;Auxiliares sanitarios;325;57;27;30;47186
2020-04-29;Valladolid;Todos;Enfermero/a;965;155;57;98;47186
2020-04-29;Valladolid;Todos;Personal en formación;204;26;6;20;47186
2020-04-29;Zamora;Todos;Auxiliares sanitarios;121;6;5;1;49275
2020-04-29;Zamora;Todos;Fisioterapeuta;10;1;1;0;49275
2020-04-29;Zamora;Todos;Otros;0;0;0;0;49275
2020-04-29;Zamora;Todos;Otros sanitarios;4;1;0;1;49275
2020-04-29;Zamora;Todos;Técnicos sanitarios;6;0;0;0;49275
2020-04-30;Ávila;Todos;Fisioterapeuta;14;0;0;0;5019
2020-04-30;Ávila;Todos;Servicios de apoyo no sanitario;24;9;8;1;5019
2020-04-30;Burgos;Todos;Administrativo;132;9;3;6;9059
2020-04-30;León;Todos;Administrativo;154;14;5;9;24089
2020-05-15;Palencia;Todos;Servicios de apoyo no sanitario;12;3;0;3;34120
2020-05-15;Salamanca;Todos;Auxiliares sanitarios;266;80;12;68;37274
2020-05-15;Salamanca;Todos;Fisioterapeuta;12;5;1;4;37274
2020-05-15;Salamanca;Todos;Personal en formación;91;24;7;17;37274
2020-05-15;Salamanca;Todos;Técnicos sanitarios;44;16;1;15;37274
2020-05-15;Segovia;Todos;Celador;82;21;1;20;40004
2020-05-15;Segovia;Todos;Enfermero/a;335;122;3;119;40004
2020-05-15;Segovia;Todos;Fisioterapeuta;4;1;0;1;40004
2020-05-15;Segovia;Todos;Personal en formación;41;13;1;12;40004
2020-05-15;Segovia;Todos;Técnicos sanitarios;33;13;0;13;40004
2020-05-15;Soria;Todos;Auxiliares sanitarios;87;26;8;18;42173
2020-05-15;Soria;Todos;Médicos;115;52;7;45;42173
2020-05-15;Soria;Todos;Servicios de apoyo no sanitario;15;2;0;2;42173
2020-05-15;Valladolid;Todos;Auxiliares sanitarios;408;66;11;55;47186
2020-05-15;Valladolid;Todos;Fisioterapeuta;24;3;0;3;47186
2020-05-15;Valladolid;Todos;Otros;5;0;0;0;47186
2020-05-15;Zamora;Todos;Administrativo;20;1;0;1;49275
2020-05-15;Zamora;Todos;Enfermero/a;109;21;2;19;49275
2020-05-15;Zamora;Todos;Técnicos sanitarios;11;0;0;0;49275
2020-05-16;Ávila;Todos;Administrativo;35;15;13;2;5019
2020-05-16;Ávila;Todos;Celador;110;9;6;3;5019
2020-05-16;Ávila;Todos;Médicos;251;67;31;36;5019
2020-05-16;Ávila;Todos;Otros;3;1;0;1;5019
2020-05-16;Ávila;Todos;Otros sanitarios;10;5;3;2;5019
2020-05-16;Ávila;Todos;Técnicos sanitarios;32;5;4;1;5019
2020-05-16;Burgos;Todos;Celador;100;14;1;13;9059
2020-05-16;Burgos;Todos;Enfermero/a;672;81;8;73;9059
2020-05-16;Burgos;Todos;Personal en formación;51;5;0;5;9059
2020-05-16;León;Todos;Fisioterapeuta;21;2;0;2;24089
2020-05-16;León;Todos;Médicos;582;80;5;75;24089
2020-05-16;León;Todos;Otros;6;0;0;0;24089
2020-05-16;León;Todos;Personal en formación;127;15;2;13;24089
2020-05-16;Palencia;Todos;Auxiliares sanitarios;94;19;2;17;34120
2020-05-16;Palencia;Todos;Celador;37;13;3;10;34120
2020-05-16;Palencia;Todos;Enfermero/a;152;41;4;37;34120
2020-05-16;Palencia;Todos;Fisioterapeuta;4;2;1;1;34120
2020-05-16;Palencia;Todos;Servicios de apoyo no sanitario;12;3;0;3;34120
2020-05-16;Palencia;Todos;Técnicos sanitarios;13;3;0;3;34120
2020-05-16;Salamanca;Todos;Administrativo;69;20;6;14;37274
2020-05-16;Salamanca;Todos;Auxiliares sanitarios;267;81;13;68;37274
2020-05-16;Salamanca;Todos;Enfermero/a;457;119;23;96;37274
2020-05-16;Salamanca;Todos;Otros;6;2;1;1;37274
2020-05-16;Salamanca;Todos;Personal en formación;91;24;7;17;37274
2020-05-16;Salamanca;Todos;Técnicos sanitarios;44;16;1;15;37274
2020-05-16;Segovia;Todos;Auxiliares sanitarios;169;49;1;48;40004
2020-05-16;Segovia;Todos;Enfermero/a;337;122;3;119;40004
2020-05-16;Soria;Todos;Fisioterapeuta;4;1;0;1;42173
2020-05-16;Soria;Todos;Otros;0;0;0;0;42173
2020-05-16;Soria;Todos;Personal en formación;9;2;1;1;42173
2020-05-16;Soria;Todos;Servicios de apoyo no sanitario;15;2;0;2;42173
2020-05-16;Soria;Todos;Técnicos sanitarios;14;8;0;8;42173
2020-05-16;Valladolid;Todos;Otros;5;0;0;0;47186
2020-05-16;Zamora;Todos;Administrativo;20;1;0;1;49275
2020-05-16;Zamora;Todos;Enfermero/a;109;21;2;19;49275
2020-05-16;Zamora;Todos;Fisioterapeuta;2;0;0;0;49275
2020-05-16;Zamora;Todos;Otros;0;0;0;0;49275
2020-05-17;Ávila;Todos;Enfermero/a;394;83;58;25;5019
2020-05-17;Ávila;Todos;Otros;3;1;0;1;5019
2020-05-17;Ávila;Todos;Técnicos sanitarios;32;5;4;1;5019
2020-05-17;Burgos;Todos;Celador;100;14;1;13;9059
2020-05-17;Burgos;Todos;Enfermero/a;675;81;7;74;9059
2020-05-17;Burgos;Todos;Fisioterapeuta;17;2;1;1;9059
2020-05-17;Burgos;Todos;Médicos;385;56;6;50;9059
2020-05-17;Burgos;Todos;Otros;3;1;1;0;9059
2020-05-17;León;Todos;Celador;184;16;3;13;24089
2020-05-17;León;Todos;Otros;6;0;0;0;24089
2020-05-17;León;Todos;Otros sanitarios;20;3;0;3;24089
2020-05-17;León;Todos;Personal en formación;127;15;2;13;24089
2020-05-17;Palencia;Todos;Administrativo;21;4;1;3;34120
2020-05-17;Palencia;Todos;Enfermero/a;152;41;4;37;34120
2020-05-17;Palencia;Todos;Otros sanitarios;6;1;0;1;34120
2020-05-17;Palencia;Todos;Servicios de apoyo no sanitario;12;3;0;3;34120
2020-05-17;Salamanca;Todos;Auxiliares sanitarios;267;81;13;68;37274
2020-05-17;Salamanca;Todos;Enfermero/a;458;119;23;96;37274
2020-05-17;Salamanca;Todos;Fisioterapeuta;12;5;1;4;37274
2020-05-17;Salamanca;Todos;Médicos;380;120;17;103;37274
2020-05-17;Salamanca;Todos;Otros sanitarios;8;4;3;1;37274
2020-05-17;Salamanca;Todos;Servicios de apoyo no sanitario;45;12;3;9;37274
2020-05-17;Segovia;Todos;Administrativo;69;16;0;16;40004
2020-05-17;Segovia;Todos;Enfermero/a;337;122;3;119;40004
2020-05-17;Segovia;Todos;Médicos;242;75;8;67;40004
2020-05-17;Segovia;Todos;Otros;0;0;0;0;40004
2020-05-17;Segovia;Todos;Otros sanitarios;6;1;1;0;40004
2020-05-17;Segovia;Todos;Servicios de apoyo no sanitario;29;10;1;9;40004
2020-05-17;Soria;Todos;Enfermero/a;166;64;10;54;42173
2020-05-17;Soria;Todos;Otros;0;0;0;0;42173
2020-05-17;Soria;Todos;Técnicos sanitarios;14;8;0;8;42173
2020-05-17;Valladolid;Todos;Celador;112;22;6;16;47186
2020-05-17;Valladolid;Todos;Enfermero/a;889;148;13;135;47186
2020-05-17;Valladolid;Todos;Médicos;620;100;7;93;47186
2020-05-17;Valladolid;Todos;Personal en formación;134;22;0;22;47186
2020-05-17;Valladolid;Todos;Servicios de apoyo no sanitario;79;8;1;7;47186
2020-05-17;Valladolid;Todos;Técnicos sanitarios;93;9;0;9;47186
2020-05-17;Zamora;Todos;Administrativo;20;1;0;1;49275
2020-05-17;Zamora;Todos;Auxiliares sanitarios;49;5;1;4;49275
2020-05-17;Zamora;Todos;Otros;0;0;0;0;49275
2020-05-17;Zamora;Todos;Otros sanitarios;4;1;0;1;49275
2020-05-17;Zamora;Todos;Servicios de apoyo no sanitario;4;0;0;0;49275
2020-05-17;Zamora;Todos;Técnicos sanitarios;11;0;0;0;49275
2020-05-18;Ávila;Todos;Otros;3;1;0;1;5019
2020-05-18;Ávila;Todos;Personal en formación;28;4;3;1;5019
2020-05-18;Ávila;Todos;Técnicos sanitarios;32;5;4;1;5019
2020-05-18;Burgos;Todos;Auxiliares sanitarios;448;52;12;40;9059
2020-05-18;Burgos;Todos;Enfermero/a;706;81;7;74;9059
2020-05-18;León;Todos;Auxiliares sanitarios;541;56;6;50;24089
2020-05-18;León;Todos;Celador;199;16;2;14;24089
2020-05-18;León;Todos;Médicos;611;80;4;76;24089
2020-05-18;León;Todos;Otros;6;0;0;0;24089
2020-05-18;León;Todos;Otros sanitarios;20;3;0;3;24089
2020-05-18;Palencia;Todos;Administrativo;21;4;1;3;34120
2020-05-18;Palencia;Todos;Celador;38;13;3;10;34120
2020-05-18;Palencia;Todos;Enfermero/a;157;41;4;37;34120
2020-05-18;Palencia;Todos;Fisioterapeuta;4;2;1;1;34120
2020-05-18;Palencia;Todos;Otros;3;1;1;0;34120
2020-05-18;Salamanca;Todos;Administrativo;72;20;6;14;37274
2020-05-18;Salamanca;Todos;Fisioterapeuta;12;5;1;4;37274
2020-05-18;Salamanca;Todos;Médicos;384;120;17;103;37274
2020-05-18;Salamanca;Todos;Otros sanitarios;8;4;3;1;37274
2020-05-18;Salamanca;Todos;Personal en formación;92;24;7;17;37274
2020-05-18;Salamanca;Todos;Técnicos sanitarios;44;16;1;15;37274
2020-05-18;Segovia;Todos;Celador;82;21;1;20;40004
2020-05-18;Segovia;Todos;Otros;0;0;0;0;40004
2020-05-18;Segovia;Todos;Servicios de apoyo no sanitario;29;10;1;9;40004
2020-05-18;Soria;Todos;Administrativo;44;14;5;9;42173
2020-05-18;Soria;Todos;Personal en formación;9;2;1;1;42173
2020-05-18;Soria;Todos;Técnicos sanitarios;14;8;0;8;42173
2020-05-18;Valladolid;Todos;Administrativo;156;22;3;19;47186
2020-05-18;Valladolid;Todos;Auxiliares sanitarios;414;67;10;57;47186
2020-05-18;Valladolid;Todos;Celador;114;22;6;16;47186
2020-05-18;Valladolid;Todos;Enfermero/a;892;149;14;135;47186
2020-05-18;Valladolid;Todos;Fisioterapeuta;24;3;0;3;47186
2020-05-18;Valladolid;Todos;Otros;5;0;0;0;47186
2020-05-18;Valladolid;Todos;Otros sanitarios;18;4;0;4;47186
2020-05-18;Zamora;Todos;Celador;27;3;0;3;49275
2020-05-18;Zamora;Todos;Fisioterapeuta;4;0;0;0;49275
2020-05-18;Zamora;Todos;Médicos;117;20;2;18;49275
2020-05-18;Zamora;Todos;Otros;0;0;0;0;49275
2020-05-19;Ávila;Todos;Enfermero/a;394;85;59;26;5019
2020-05-19;Ávila;Todos;Médicos;254;67;31;36;5019
2020-05-19;Ávila;Todos;Otros;3;1;0;1;5019
2020-05-19;Burgos;Todos;Auxiliares sanitarios;473;52;11;41;9059
2020-05-19;Burgos;Todos;Fisioterapeuta;18;2;1;1;9059
2020-05-19;Burgos;Todos;Personal en formación;62;5;0;5;9059
2020-05-19;Burgos;Todos;Servicios de apoyo no sanitario;38;3;1;2;9059
2020-05-19;Burgos;Todos;Técnicos sanitarios;86;5;0;5;9059
2020-05-19;León;Todos;Administrativo;151;8;1;7;24089
2020-05-19;León;Todos;Auxiliares sanitarios;558;56;6;50;24089
2020-05-19;León;Todos;Médicos;630;80;4;76;24089
2020-05-19;León;Todos;Otros;6;0;0;0;24089
2020-05-19;León;Todos;Técnicos sanitarios;138;7;2;5;24089
2020-05-19;Palencia;Todos;Enfermero/a;160;41;4;37;34120
2020-05-19;Palencia;Todos;Médicos;137;30;3;27;34120
2020-05-19;Palencia;Todos;Otros sanitarios;6;1;0;1;34120
2020-05-19;Salamanca;Todos;Administrativo;72;20;6;14;37274
2020-05-19;Salamanca;Todos;Fisioterapeuta;12;5;1;4;37274
2020-05-19;Salamanca;Todos;Médicos;384;120;16;104;37274
2020-05-19;Salamanca;Todos;Servicios de apoyo no sanitario;47;12;3;9;37274
2020-05-19;Segovia;Todos;Auxiliares sanitarios;171;49;1;48;40004
2020-05-19;Segovia;Todos;Celador;84;21;1;20;40004
2020-05-19;Segovia;Todos;Técnicos sanitarios;33;13;0;13;40004
2020-05-19;Soria;Todos;Enfermero/a;168;64;10;54;42173
2020-05-19;Soria;Todos;Fisioterapeuta;4;1;0;1;42173
2020-05-19;Soria;Todos;Médicos;117;52;7;45;42173
2020-05-19;Soria;Todos;Personal en formación;9;2;1;1;42173
2020-05-19;Valladolid;Todos;Celador;117;22;6;16;47186
2020-05-19;Valladolid;Todos;Fisioterapeuta;24;3;0;3;47186
2020-05-19;Valladolid;Todos;Técnicos sanitarios;93;9;0;9;47186
2020-05-19;Zamora;Todos;Enfermero/a;116;21;2;19;49275
2020-05-19;Zamora;Todos;Médicos;121;20;2;18;49275
2020-05-19;Zamora;Todos;Otros;0;0;0;0;49275
2020-05-20;Ávila;Todos;Administrativo;35;15;13;2;5019
2020-05-20;Ávila;Todos;Auxiliares sanitarios;227;42;28;14;5019
2020-05-20;Ávila;Todos;Enfermero/a;394;85;59;26;5019
2020-05-20;Ávila;Todos;Otros;3;1;0;1;5019
2020-05-20;Ávila;Todos;Otros sanitarios;10;5;3;2;5019
2020-05-20;Ávila;Todos;Personal en formación;28;4;3;1;5019
2020-05-20;Ávila;Todos;Servicios de apoyo no sanitario;29;8;6;2;5019
2020-05-20;Ávila;Todos;Técnicos sanitarios;32;5;3;2;5019
2020-05-20;Burgos;Todos;Administrativo;86;9;1;8;9059
2020-05-20;Burgos;Todos;Celador;112;14;1;13;9059
2020-05-20;Burgos;Todos;Fisioterapeuta;18;2;0;2;9059
2020-05-20;Burgos;Todos;Técnicos sanitarios;88;5;0;5;9059
2020-05-20;León;Todos;Administrativo;155;8;1;7;24089
2020-05-20;León;Todos;Médicos;649;80;3;77;24089
2020-05-20;León;Todos;Otros sanitarios;20;3;0;3;24089
2020-05-20;Palencia;Todos;Fisioterapeuta;5;2;0;2;34120
2020-05-20;Palencia;Todos;Personal en formación;24;8;2;6;34120
2020-05-20;Salamanca;Todos;Administrativo;79;20;6;14;37274
2020-05-01;Salamanca;Todos;Auxiliares sanitarios;255;85;29;56;37274
2020-05-01;Soria;Todos;Enfermero/a;290;83;25;58;42173
2020-05-01;Valladolid;Todos;Auxiliares sanitarios;339;56;21;35;47186
2020-05-01;Valladolid;Todos;Personal en formación;202;25;5;20;47186
2020-05-01;Zamora;Todos;Enfermero/a;290;26;14;12;49275
2020-05-02;Burgos;Todos;Fisioterapeuta;21;2;1;1;9059
2020-05-02;Burgos;Todos;Otros sanitarios;19;0;0;0;9059
2020-05-02;León;Todos;Administrativo;154;14;5;9;24089
2020-05-02;León;Todos;Técnicos sanitarios;65;8;3;5;24089
2020-05-02;Segovia;Todos;Administrativo;80;19;4;15;40004
2020-05-02;Segovia;Todos;Otros sanitarios;7;4;2;2;40004
2020-05-02;Soria;Todos;Otros;0;0;0;0;42173
2020-05-02;Valladolid;Todos;Administrativo;246;26;8;18;47186
2020-05-02;Zamora;Todos;Técnicos sanitarios;7;0;0;0;49275
2020-05-03;Burgos;Todos;Administrativo;136;9;3;6;9059
2020-05-03;Burgos;Todos;Otros;11;2;1;1;9059
2020-05-03;Palencia;Todos;Celador;34;12;2;10;34120
2020-05-03;Palencia;Todos;Servicios de apoyo no sanitario;14;3;1;2;34120
2020-05-03;Segovia;Todos;Técnicos sanitarios;39;13;2;11;40004
2020-05-03;Soria;Todos;Otros;0;0;0;0;42173
2020-05-03;Zamora;Todos;Auxiliares sanitarios;126;6;4;2;49275
2020-05-03;Zamora;Todos;Servicios de apoyo no sanitario;2;0;0;0;49275
2020-05-03;Zamora;Todos;Técnicos sanitarios;7;0;0;0;49275
2020-05-04;Ávila;Todos;Otros;0;0;0;0;5019
2020-05-04;Ávila;Todos;Servicios de apoyo no sanitario;26;10;9;1;5019
2020-05-04;Burgos;Todos;Médicos;550;65;19;46;9059
2020-05-04;León;Todos;Médicos;762;99;19;80;24089
2020-05-04;León;Todos;Otros;6;0;0;0;24089
2020-05-04;Salamanca;Todos;Administrativo;151;25;13;12;37274
2020-05-04;Salamanca;Todos;Otros;4;3;2;1;37274
2020-05-04;Segovia;Todos;Fisioterapeuta;8;2;1;1;40004
2020-05-04;Soria;Todos;Auxiliares sanitarios;154;34;14;20;42173
2020-05-04;Soria;Todos;Otros sanitarios;8;3;2;1;42173
2020-05-04;Soria;Todos;Técnicos sanitarios;30;8;2;6;42173
2020-05-04;Valladolid;Todos;Enfermero/a;995;152;43;109;47186
2020-05-04;Valladolid;Todos;Otros sanitarios;23;4;1;3;47186
2020-05-04;Zamora;Todos;Auxiliares sanitarios;124;7;5;2;49275
2020-05-05;Ávila;Todos;Médicos;365;81;44;37;5019
2020-05-05;Burgos;Todos;Médicos;569;66;21;45;9059
2020-05-05;León;Todos;Auxiliares sanitarios;456;65;25;40;24089
2020-05-05;Salamanca;Todos;Administrativo;165;26;12;14;37274
2020-05-05;Salamanca;Todos;Otros sanitarios;17;4;3;1;37274
2020-05-05;Segovia;Todos;Médicos;342;98;27;71;40004
2020-05-05;Soria;Todos;Administrativo;91;20;6;14;42173
2020-05-05;Soria;Todos;Técnicos sanitarios;41;10;2;8;42173
2020-05-05;Valladolid;Todos;Personal en formación;214;26;6;20;47186
2020-05-06;Ávila;Todos;Celador;112;13;10;3;5019
2020-05-06;Ávila;Todos;Enfermero/a;512;88;57;31;5019
2020-05-06;Ávila;Todos;Fisioterapeuta;14;0;0;0;5019
2020-05-06;Ávila;Todos;Otros;0;0;0;0;5019
2020-05-06;Burgos;Todos;Celador;133;16;3;13;9059
2020-05-06;Burgos;Todos;Médicos;584;70;19;51;9059
2020-05-06;Burgos;Todos;Otros sanitarios;20;0;0;0;9059
2020-05-06;León;Todos;Enfermero/a;1141;148;42;106;24089
2020-05-06;León;Todos;Fisioterapeuta;31;2;1;1;24089
2020-05-06;Palencia;Todos;Administrativo;63;5;1;4;34120
2020-05-06;Palencia;Todos;Fisioterapeuta;9;2;1;1;34120
2020-05-06;Palencia;Todos;Otros sanitarios;7;1;0;1;34120
2020-05-06;Segovia;Todos;Otros;0;0;0;0;40004
2020-05-06;Segovia;Todos;Personal en formación;65;20;6;14;40004
2020-05-07;Ávila;Todos;Administrativo;63;21;17;4;5019
2020-05-07;Ávila;Todos;Celador;117;13;10;3;5019
2020-05-07;Ávila;Todos;Otros sanitarios;15;5;4;1;5019
2020-05-07;Ávila;Todos;Personal en formación;37;4;1;3;5019
2020-05-07;Ávila;Todos;Técnicos sanitarios;45;10;6;4;5019
2020-05-07;Burgos;Todos;Servicios de apoyo no sanitario;34;3;1;2;9059
2020-05-07;Burgos;Todos;Técnicos sanitarios;74;5;1;4;9059
2020-05-07;León;Todos;Auxiliares sanitarios;497;69;25;44;24089
2020-05-07;Palencia;Todos;Administrativo;71;5;4;1;34120
2020-05-07;Palencia;Todos;Enfermero/a;246;46;11;35;34120
2020-05-07;Salamanca;Todos;Administrativo;178;26;12;14;37274
2020-05-07;Segovia;Todos;Fisioterapeuta;8;2;1;1;40004
2020-05-07;Segovia;Todos;Personal en formación;66;21;8;13;40004
2020-05-07;Segovia;Todos;Servicios de apoyo no sanitario;29;11;2;9;40004
2020-05-07;Soria;Todos;Enfermero/a;402;103;36;67;42173
