fecha;provincia;casos_confirmados;nuevos_positivos;altas;fallecimientos;codigo_ine;Posicion
2020-05-31;Zamora;1011;4;343;90;49275;41.75,-6.0
2020-06-01;Ávila;2041;19;648;138;5019;40.616092,-4.929031
2020-06-01;Salamanca;4289;8;1237;363;37274;40.833333,-6.0
2020-06-01;Segovia;3482;0;895;204;40004;41.166667,-4.0
2020-06-02;Ávila;2041;0;648;138;5019;40.616092,-4.929031
2020-06-03;Ávila;2043;2;651;139;5019;40.616092,-4.929031
2020-06-03;Burgos;2903;5;947;211;9059;42.383333,-3.666667
2020-06-03;Palencia;1300;0;352;84;34120;42.432128,-4.520647
2020-06-03;Salamanca;4307;7;1243;364;37274;40.833333,-6.0
2020-06-03;Segovia;3487;2;901;205;40004;41.166667,-4.0
2020-06-03;Soria;2366;4;410;119;42173;41.666667,-2.666667
2020-06-03;Valladolid;4622;9;1705;380;47186;41.583333,-4.666667
2020-06-03;Zamora;1012;1;345;90;49275;41.75,-6.0
2020-06-04;Ávila;2047;4;651;139;5019;40.616092,-4.929031
2020-06-04;Segovia;3488;1;902;205;40004;41.166667,-4.0
2020-06-04;Soria;2373;7;411;119;42173;41.666667,-2.666667
2020-06-05;Burgos;2925;7;948;211;9059;42.383333,-3.666667
2020-06-05;Valladolid;4633;3;1717;381;47186;41.583333,-4.666667
2020-06-05;Zamora;1012;0;347;91;49275;41.75,-6.0
2020-06-06;Ávila;2054;4;653;140;5019;40.616092,-4.929031
2020-06-06;León;3656;2;1732;423;24089;42.666667,-6.0
2020-06-06;Palencia;1313;7;355;85;34120;42.432128,-4.520647
2020-06-06;Salamanca;4348;18;1251;367;37274;40.833333,-6.0
2020-06-06;Valladolid;4648;14;1727;382;47186;41.583333,-4.666667
2020-06-07;Soria;2389;3;415;120;42173;41.666667,-2.666667
2020-06-07;Valladolid;4654;6;1727;382;47186;41.583333,-4.666667
2020-06-08;Salamanca;4360;5;1255;368;37274;40.833333,-6.0
2020-06-08;Soria;2393;4;415;120;42173;41.666667,-2.666667
2020-06-09;Burgos;2944;2;954;213;9059;42.383333,-3.666667
2020-06-09;Salamanca;4368;8;1258;368;37274;40.833333,-6.0
2020-06-09;Soria;2396;2;415;120;42173;41.666667,-2.666667
2020-06-10;Burgos;2948;3;955;214;9059;42.383333,-3.666667
2020-06-10;León;3676;9;1736;423;24089;42.666667,-6.0
2020-06-10;Valladolid;4657;1;1741;385;47186;41.583333,-4.666667
2020-06-10;Zamora;1018;0;349;92;49275;41.75,-6.0
2020-06-11;León;3677;1;1737;423;24089;42.666667,-6.0
2020-06-11;Palencia;1328;4;360;86;34120;42.432128,-4.520647
2020-06-11;Segovia;3505;1;907;205;40004;41.166667,-4.0
2020-06-11;Soria;2404;7;418;121;42173;41.666667,-2.666667
2020-06-12;Palencia;1329;1;364;86;34120;42.432128,-4.520647
2020-06-12;Salamanca;4390;6;1264;370;37274;40.833333,-6.0
2020-06-12;Valladolid;4674;6;1754;385;47186;41.583333,-4.666667
2020-06-15;León;3688;0;1739;423;24089;42.666667,-6.0
2020-06-15;Salamanca;4394;0;1266;370;37274;40.833333,-6.0
2020-06-15;Segovia;3514;0;909;205;40004;41.166667,-4.0
2020-06-16;León;3691;3;1739;423;24089;42.666667,-6.0
2020-06-16;Salamanca;4398;4;1267;370;37274;40.833333,-6.0
2020-06-16;Soria;2429;2;420;121;42173;41.666667,-2.666667
2020-06-16;Valladolid;4682;0;1768;387;47186;41.583333,-4.666667
2020-06-16;Zamora;1023;0;349;92;49275;41.75,-6.0
2020-06-17;Palencia;1343;2;368;87;34120;42.432128,-4.520647
2020-06-17;Soria;2431;2;423;121;42173;41.666667,-2.666667
2020-06-18;Valladolid;4721;8;1783;388;47186;41.583333,-4.666667
2020-06-19;Burgos;2962;1;961;215;9059;42.383333,-3.666667
2020-06-19;León;3698;2;1743;423;24089;42.666667,-6.0
2020-06-19;Valladolid;4732;10;1788;389;47186;41.583333,-4.666667
